FILE OFFSET	FILE SIZE	EXTENT OFFSET	EXTENT TYPE	LOGICAL SIZE	LOGICAL OFFSET	PHYSICAL SIZE	DEVID	PHYSICAL OFFSET
0	4611686018427387904	0	regular	4611686018427387904	274877972480	4611686018427387904	1	274877972480
